text;proc_text;A1;A2;A3;A4;A5;A6;majority_vote;roundID;Segment;WC;Analytic;Clout;Authentic;Tone;WPS;BigWords;Dic;Linguistic;function;pronoun;ppron;i;we;you;shehe;they;ipron;det;article;number;prep;auxverb;adverb;conj;negate;verb;adj;quantity;Drives;affiliation;achieve;power;Cognition;allnone;cogproc;insight;cause;discrep;tentat;certitude;differ;memory;Affect;tone_pos;tone_neg;emotion;emo_pos;emo_neg;emo_anx;emo_anger;emo_sad;swear;Social;socbehav;prosocial;polite;conflict;moral;comm;socrefs;family;friend;female;male;Culture;politic;ethnicity;tech;Lifestyle;leisure;home;work;money;relig;Physical;health;illness;wellness;mental;substances;sexual;food;death;need;want;acquire;lack;fulfill;fatigue;reward;risk;curiosity;allure;Perception;attention;motion;space;visual;auditory;feeling;time;focuspast;focuspresent;focusfuture;Conversation;netspeak;assent;nonflu;filler;AllPunc;Period;Comma;QMark;Exclam;Apostro;OtherP;Emoji
I'm beginning to think that they genuinely believed they were too good to get the virus (#Boris shaking hands with loads of #COVID19 victims) and it wasn't just a bullshit pose they use for their more gullible supporters.;I'm beginning to think that they genuinely believed they were too good to get the virus (#Boris shaking hands with loads of #COVID19 victims) and it wasn't just a bullshit pose they use for their more gullible supporters.;UN;PO;UN;UN;UN;PO;UN;Round2;1;38;36.67;70.59;18.39;61.63;38;23.68;86.84;65.79;55.26;18.42;13.16;2.63;0;0;0;10.53;5.26;13.16;5.26;2.63;13.16;7.89;7.89;2.63;2.63;18.42;2.63;2.63;5.26;2.63;0;2.63;13.16;0;13.16;5.26;2.63;0;0;2.63;2.63;0;5.26;2.63;0;2.63;2.63;0;0;0;0;2.63;15.79;0;0;0;0;0;0;15.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.26;2.63;2.63;0;0;0;0;0;0;0;0;2.63;0;0;0;0;0;0;5.26;0;0;0;0;0;0;0;2.63;7.89;2.63;0;0;0;0;0;0;18.42;2.63;0;0;0;5.26;10.53;0
"People started panic buying.
I have no stock.what should I do????
#lockdownextension #panicbuying #panicshopping #lockdown #CoronaStopKaroNa #coronavirus";"People started panic buying.
I have no stock.what should I do????
#lockdownextension #panicbuying #panicshopping #lockdown #CoronaStopKaroNa #coronavirus";PO;PP;PP;PO;PO;PP;NoMajority;Round2;1;18;4.55;1;10.18;1;6;38.89;77.78;44.44;38.89;16.67;11.11;11.11;0;0;0;0;5.56;5.56;0;0;0;16.67;0;0;5.56;22.22;0;0;0;0;0;0;11.11;5.56;5.56;0;0;5.56;0;0;0;0;16.67;0;16.67;16.67;0;16.67;16.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.56;0;0;0;5.56;0;5.56;5.56;5.56;0;0;0;0;0;0;0;0;5.56;0;0;0;0;0;0;16.67;0;0;0;0;0;0;0;5.56;5.56;0;0;0;0;0;0;0;66.67;11.11;0;22.22;0;0;33.33;0
This little girl has a message for everyone. Please LISTEN. https://t.co/hqBo7XIL3h amazing voice as well. Gave me chills :cry::yellow_heart: #COVID19;This little girl has a message for everyone. Please LISTEN.  amazing voice as well. Gave me chills :cry::yellow_heart: #COVID19;UN;UN;UN;UN;PP;UN;UN;Round2;1;18;49.68;72.07;1.17;99;4.5;22.22;94.44;61.11;44.44;16.67;5.56;5.56;0;0;0;0;11.11;11.11;5.56;5.56;11.11;5.56;5.56;5.56;0;16.67;5.56;5.56;0;0;0;0;5.56;5.56;0;0;0;0;0;0;0;0;11.11;11.11;0;5.56;5.56;0;0;0;0;0;27.78;16.67;5.56;5.56;0;0;5.56;11.11;0;0;5.56;0;0;0;0;0;0;0;0;0;0;0;5.56;5.56;5.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.56;5.56;5.56;0;0;0;5.56;0;0;5.56;5.56;0;0;0;0;0;0;22.22;16.67;0;0;0;0;5.56;11.11
"I found this incredibly helpful easing panic in these 
#coronavirus days- I hope you do as well. Simple and pragmatic ways to do the best you can in very uncertain times. https://t.co/05NECq8qtb";"I found this incredibly helpful easing panic in these 
#coronavirus days- I hope you do as well. Simple and pragmatic ways to do the best you can in very uncertain times. ";PO;PO;PP;PO;PO;UN;PO;Round2;1;31;17.22;76.43;35.88;97.31;15.5;16.13;93.55;83.87;58.06;19.35;12.9;6.45;0;6.45;0;0;6.45;9.68;3.23;0;12.9;9.68;9.68;6.45;0;22.58;9.68;3.23;3.23;0;3.23;0;16.13;0;16.13;3.23;0;6.45;6.45;3.23;0;0;12.9;9.68;3.23;6.45;3.23;3.23;3.23;0;0;0;9.68;3.23;3.23;0;0;0;0;6.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.23;3.23;3.23;0;0;0;0;0;0;0;3.23;0;0;0;0;0;0;0;6.45;6.45;0;0;6.45;0;0;0;6.45;6.45;3.23;3.23;0;0;0;0;0;12.9;6.45;0;0;0;0;6.45;0
"""Experts praise South Korea""- BBC
:clap::clap::clap::clap::clap:
I am so grateful that I live in my daily life in South Korea without panic rn :sob: and I am so proud of my country, government and president Moon:+1::+1:.

#Korea #Southkorea #COVID19 #moonjaein #bbc #coronavirus

https://t.co/B74Har6tsi";"""Experts praise South Korea""- BBC
:clap::clap::clap::clap::clap:
I am so grateful that I live in my daily life in South Korea without panic rn :sob: and I am so proud of my country, government and president Moon:+1::+1:.

#Korea #Southkorea #COVID19 #moonjaein #bbc #coronavirus

";PO;UN;PP;PO;PP;PO;NoMajority;Round2;1;40;15.41;1.71;99;90.5;20;25;80;52.5;42.5;15;12.5;12.5;0;0;0;0;2.5;7.5;0;2.5;10;5;10;10;0;7.5;7.5;0;10;0;7.5;5;2.5;0;2.5;0;0;0;0;0;2.5;0;10;7.5;2.5;7.5;5;2.5;2.5;0;0;0;10;2.5;2.5;0;0;0;2.5;2.5;0;0;0;0;5;5;0;0;0;0;0;0;0;0;5;2.5;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.5;15;0;0;15;0;0;0;2.5;0;7.5;0;2.5;2.5;0;0;0;27.5;2.5;2.5;0;0;0;22.5;20
I want one reporter at those daily press briefings to ask Donald J. Trump why he called #COVID19Pandemic a Democractic hoax while #COVID19 #Coronavirus spread throughout #America. Economists predicted Donald J. Trump would cause a recession. It's going to turn into a Depression! https://t.co/KZFSXwSk0o;I want one reporter at those daily press briefings to ask Donald J. Trump why he called #COVID19Pandemic a Democractic hoax while #COVID19 #Coronavirus spread throughout #America. Economists predicted Donald J. Trump would cause a recession. It's going to turn into a Depression! ;UN;PO;PO;UN;PO;PO;PO;Round2;1;43;89.52;40.06;5.5;3.38;8.6;27.91;76.74;51.16;37.21;9.3;4.65;2.33;0;0;2.33;0;4.65;11.63;6.98;6.98;11.63;4.65;2.33;2.33;0;18.6;2.33;2.33;0;0;0;0;11.63;0;11.63;0;4.65;4.65;0;0;0;0;2.33;0;2.33;2.33;0;2.33;0;0;2.33;0;6.98;4.65;0;0;0;0;4.65;2.33;0;0;0;2.33;2.33;2.33;0;0;6.98;0;0;2.33;4.65;0;4.65;4.65;2.33;0;2.33;0;0;0;0;0;2.33;0;0;0;0;0;0;0;2.33;9.3;0;2.33;6.98;0;0;0;4.65;2.33;2.33;6.98;0;0;0;0;0;23.26;9.3;0;0;2.33;2.33;9.3;0
"It seems like, once a day, I panic. Not much and never about #COVID19 itself. It’s about some poor decision or misplaced priority. Action is important. Lives are important. Money is not. Egos are not. Reality will be different after this. We can’t go back; we need to stop trying.";"It seems like, once a day, I panic. Not much and never about #COVID19 itself. It’s about some poor decision or misplaced priority. Action is important. Lives are important. Money is not. Egos are not. Reality will be different after this. We can’t go back; we need to stop trying.";PP;PO;PP;PO;PP;PP;PP;Round2;1;50;2.72;1;99;20.23;5.56;16;94;78;58;14;6;2;4;0;0;0;8;10;2;4;10;16;8;6;10;26;10;8;8;4;2;2;22;2;20;4;0;6;4;0;12;0;8;4;4;2;0;2;2;0;0;0;4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;14;10;0;4;8;0;0;0;10;0;16;2;0;0;0;0;0;30;18;4;0;0;4;4;0
"#GOLD is getting hard to find. I can see gold reaching new ATH this year with current #StockMarket and incoming #recession #depression of the global economy. 

Buy while you can the miners have stop mining with the #coronavirus 

Time for digital gold $DIGG @SteveBrave31 #kitco https://t.co/PeOFTtQrYg";"#GOLD is getting hard to find. I can see gold reaching new ATH this year with current #StockMarket and incoming #recession #depression of the global economy. 

Buy while you can the miners have stop mining with the #coronavirus 

Time for digital gold $DIGG @SteveBrave31 #kitco ";UN;PO;UN;UN;UN;UN;UN;Round2;1;45;86.15;53.33;63.35;20.23;15;24.44;80;57.78;37.78;6.67;4.44;2.22;0;2.22;0;0;2.22;8.89;6.67;2.22;11.11;8.89;0;4.44;0;15.56;13.33;0;0;0;0;0;6.67;0;6.67;2.22;0;4.44;0;0;0;0;4.44;2.22;2.22;2.22;0;2.22;0;0;2.22;0;2.22;0;0;0;0;0;0;2.22;0;0;0;0;2.22;0;0;2.22;4.44;0;0;0;4.44;0;4.44;4.44;2.22;0;2.22;0;0;0;0;0;0;2.22;0;0;0;0;0;0;15.56;13.33;0;4.44;6.67;2.22;0;2.22;8.89;0;8.89;0;0;0;0;0;0;22.22;4.44;0;0;0;0;17.78;0
Contributed Rs1000 to PMCARES as an initial gesture of support to Fight #COVID19!I request everyone to help generously.Sharing one more thing,it's lockdown for our safety.Emergency services r all working fine. So No need to Panic!Just Stay Safe! @PMOIndia @narendramodi @PhonePe_ https://t.co/LoylLzmg4F;Contributed Rs1000 to PMCARES as an initial gesture of support to Fight #COVID19!I request everyone to help generously.Sharing one more thing,it's lockdown for our safety.Emergency services r all working fine. So No need to Panic!Just Stay Safe! @PMOIndia @narendramodi @PhonePe_ ;PO;PO;UN;PO;PO;UN;PO;Round2;1;45;77.34;53.33;1;99;15;37.78;86.67;62.22;42.22;11.11;4.44;2.22;2.22;0;0;0;6.67;13.33;2.22;6.67;15.56;2.22;4.44;4.44;2.22;13.33;8.89;6.67;11.11;6.67;2.22;2.22;8.89;6.67;2.22;0;0;2.22;0;0;0;0;17.78;13.33;4.44;2.22;0;2.22;2.22;0;0;0;20;15.56;8.89;2.22;2.22;2.22;0;4.44;0;0;0;0;0;0;0;0;4.44;0;0;4.44;0;0;0;0;0;0;0;0;0;0;0;4.44;0;0;0;0;0;0;4.44;0;8.89;2.22;0;0;2.22;0;0;0;2.22;0;2.22;0;2.22;2.22;0;0;0;28.89;6.67;2.22;0;6.67;2.22;11.11;0
"Even earth is pissed at people not staying at home... Got a shake in the middle of the night in Montreal.

#COVID19  #earthquake #shake #montreal #stayhome https://t.co/xKadEmsEPZ";"Even earth is pissed at people not staying at home... Got a shake in the middle of the night in Montreal.

#COVID19  #earthquake #shake #montreal #stayhome ";UN;PO;UN;UN;PO;?;NoMajority;Round2;1;26;99;2.37;94.47;1;8.67;23.08;73.08;53.85;42.31;0;0;0;0;0;0;0;0;11.54;11.54;3.85;19.23;3.85;3.85;0;3.85;11.54;3.85;0;0;0;0;0;3.85;0;3.85;0;0;0;0;0;3.85;0;3.85;0;3.85;0;0;0;0;0;0;3.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.85;0;3.85;0;0;0;3.85;0;0;0;0;0;0;0;0;0;0;3.85;0;0;0;0;0;0;7.69;19.23;0;0;19.23;0;0;0;3.85;0;3.85;0;0;0;0;0;0;34.62;15.38;0;0;0;0;19.23;0
"Hi my fellow Indians, 
Appeal to all to maintain social distancing. Also proud to be with IndianOil which is ensuring supplies of essential fuels. So Don't panic. Stay home Stay safe.
#Covid_19 #fightagainstcorona
@IndianOilcl https://t.co/3ldklYeVp8";"Hi my fellow Indians, 
Appeal to all to maintain social distancing. Also proud to be with IndianOil which is ensuring supplies of essential fuels. So Don't panic. Stay home Stay safe.
#Covid_19 #fightagainstcorona
@IndianOilcl ";PO;PO;PO;PO;PO;UN;PO;Round2;1;34;55.58;5.72;26.78;66.58;6.8;29.41;82.35;58.82;38.24;5.88;2.94;2.94;0;0;0;0;2.94;5.88;0;2.94;14.71;8.82;5.88;5.88;2.94;17.65;11.76;2.94;5.88;2.94;2.94;0;5.88;2.94;2.94;0;0;0;0;0;2.94;0;14.71;8.82;5.88;5.88;2.94;2.94;2.94;0;0;0;8.82;5.88;0;2.94;2.94;0;2.94;0;0;0;0;0;2.94;0;2.94;0;5.88;0;2.94;2.94;0;0;0;0;0;0;0;0;0;0;0;2.94;0;0;0;0;0;0;2.94;0;8.82;11.76;2.94;0;8.82;0;0;0;0;0;5.88;0;0;0;0;0;0;29.41;11.76;2.94;0;0;2.94;11.76;0
"Australia i now working for mental health too in #COVID19 for reducing stress and anxiety created by consequences of the pandemic and social distancing. Nepal and @WHO/@UN country office should also proactively work more in that direction in Nepal too. 
 https://t.co/wLN2TeYMgU";"Australia i now working for mental health too in #COVID19 for reducing stress and anxiety created by consequences of the pandemic and social distancing. Nepal and @WHO/@UN country office should also proactively work more in that direction in Nepal too. 
 ";UN;PO;UN;UN;PO;PO;NoMajority;Round2;1;41;69.71;40.06;26.35;1;20.5;29.27;82.93;58.54;48.78;7.32;4.88;2.44;0;0;0;0;2.44;7.32;2.44;2.44;17.07;2.44;9.76;9.76;0;7.32;4.88;2.44;7.32;0;7.32;0;7.32;0;7.32;0;2.44;2.44;0;0;0;0;7.32;0;7.32;4.88;0;4.88;4.88;0;0;0;7.32;0;0;0;0;0;0;2.44;0;0;0;0;0;0;0;0;7.32;0;0;7.32;0;0;7.32;7.32;2.44;0;4.88;0;0;0;0;0;0;0;0;0;0;0;2.44;2.44;7.32;12.2;0;0;12.2;0;0;0;2.44;2.44;2.44;0;0;0;0;0;0;14.63;4.88;0;0;0;0;9.76;0
"I'm now looking beyond #coronavirus to secondary effects of crisis, the forgotten equation of causing a global #depression on steroids with billions of productive people locked up at home, rapidly deteriorating mentally &amp; bodily. This will cause a greater crisis than #pandemic.";"I'm now looking beyond #coronavirus to secondary effects of crisis, the forgotten equation of causing a global #depression on steroids with billions of productive people locked up at home, rapidly deteriorating mentally &amp; bodily. This will cause a greater crisis than #pandemic.";UN;PO;PO;UN;PP;PO;NoMajority;Round2;1;42;97.56;16.63;84.92;1;21;38.1;88.1;61.9;47.62;4.76;2.38;2.38;0;0;0;0;2.38;11.9;7.14;2.38;23.81;4.76;9.52;2.38;0;9.52;9.52;2.38;2.38;0;2.38;0;14.29;0;14.29;2.38;7.14;0;0;0;2.38;2.38;9.52;0;9.52;2.38;0;2.38;0;0;2.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.76;0;2.38;2.38;0;0;9.52;7.14;4.76;0;2.38;0;0;0;0;4.76;0;0;0;0;0;0;4.76;0;4.76;14.29;0;2.38;9.52;2.38;0;0;4.76;2.38;4.76;2.38;0;0;0;0;0;23.81;4.76;4.76;0;0;2.38;11.9;0
"This is interesting.
Dr. Jack Graham: Coronavirus – My battle with depression has an important lesson for this crisis
#coronavirus #COVID19 #depression #quarantine #selfquarantine #sundaymorning  
https://t.co/MZBMKeUEhA #FoxNews";"This is interesting.
Dr. Jack Graham: Coronavirus – My battle with depression has an important lesson for this crisis
#coronavirus #COVID19 #depression #quarantine #selfquarantine #sundaymorning  
 #FoxNews";UN;PO;UN;UN;PO;UN;UN;Round2;1;25;74.19;19.67;13.33;1;12.5;44;76;36;32;12;4;4;0;0;0;0;8;16;4;4;8;8;0;0;0;8;4;0;4;0;0;4;4;0;4;4;0;0;0;0;0;0;24;8;16;8;0;8;0;0;8;0;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;16;16;8;0;8;0;0;0;0;4;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;4;0;8;0;0;0;0;0;0;40;8;0;0;0;0;32;0
"Smokers more likely to be at risk from coronavirus”. This @#%&amp;* virus is trying to take everything away from me. Also, it’s not even factually correct!!!!! Using misinformation to create more panic and not helping anybody guys. #FactCheckKarona #covid19";"Smokers more likely to be at risk from coronavirus”. This @#%&amp;* virus is trying to take everything away from me. Also, it’s not even factually correct!!!!! Using misinformation to create more panic and not helping anybody guys. #FactCheckKarona #covid19";PO;PO;PO;PO;UN;PO;PO;Round2;1;39;45.8;7.93;2.93;20.23;7.8;25.64;89.74;69.23;53.85;12.82;2.56;2.56;0;0;0;0;10.26;7.69;0;2.56;17.95;7.69;5.13;5.13;5.13;17.95;10.26;5.13;7.69;2.56;5.13;0;17.95;2.56;15.38;0;2.56;2.56;5.13;0;5.13;0;5.13;2.56;2.56;2.56;0;2.56;2.56;0;0;0;7.69;2.56;2.56;0;0;0;0;5.13;0;0;0;2.56;0;0;0;0;0;0;0;0;0;0;7.69;5.13;5.13;0;0;2.56;0;0;0;0;0;2.56;0;0;0;0;2.56;2.56;2.56;2.56;0;0;2.56;0;0;0;0;0;5.13;0;0;0;0;0;0;48.72;7.69;2.56;0;12.82;2.56;23.08;0
"That Discomfort You’re Feeling Is Grief; societal diagnosis by the ⁦@HarvardBooks⁩ #COVID19  https://t.co/uaoIbH3bob";"That Discomfort You’re Feeling Is Grief; societal diagnosis by the ⁦@HarvardBooks⁩ #COVID19  ";UN;PO;UN;UN;PO;PO;NoMajority;Round2;1;12;49.68;99;39.59;1;12;50;91.67;41.67;41.67;16.67;8.33;0;0;8.33;0;0;8.33;16.67;8.33;8.33;8.33;16.67;0;0;0;16.67;0;0;0;0;0;0;16.67;0;16.67;16.67;0;0;0;0;0;0;16.67;0;16.67;16.67;0;16.67;0;0;8.33;0;16.67;0;0;0;0;0;0;16.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.33;8.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.33;0;0;0;0;0;8.33;0;0;16.67;0;0;0;0;0;0;33.33;0;0;0;0;8.33;25;0
That numb moment when you not only know people who have tested + for #coronavirus but now you know someone who has died from #covid19;That numb moment when you not only know people who have tested + for #coronavirus but now you know someone who has died from #covid19;UN;PO;PP;UN;PO;PP;NoMajority;Round2;1;24;1;98.75;97.72;1;24;12.5;100;83.33;62.5;25;16.67;0;0;8.33;0;0;8.33;4.17;0;4.17;8.33;8.33;12.5;8.33;4.17;25;8.33;0;0;0;0;0;20.83;0;20.83;8.33;0;0;4.17;0;8.33;0;4.17;0;4.17;4.17;0;4.17;0;0;0;0;20.83;0;0;0;0;0;0;20.83;0;0;0;0;0;0;0;0;4.17;0;0;4.17;0;0;12.5;8.33;4.17;0;0;0;0;0;4.17;0;0;0;0;0;0;0;0;0;20.83;4.17;0;0;0;0;0;4.17;12.5;8.33;8.33;0;0;0;0;0;0;12.5;0;0;0;0;0;12.5;0
"Join me today for this live online event ""Dealing With Depression During A Crisis"" https://t.co/1H0CSeGPmE
#StayAtHomeAndStaySafe #coronavirus #COVID19 #depression #Crisis #mentalhealth https://t.co/8BIYEe107c";"Join me today for this live online event ""Dealing With Depression During A Crisis"" 
#StayAtHomeAndStaySafe #coronavirus #COVID19 #depression #Crisis #mentalhealth ";UN;PO;UN;UN;PO;UN;NoMajority;Round2;1;20;97.77;15.75;28.56;1;20;35;85;45;30;10;5;5;0;0;0;0;5;10;5;5;15;0;0;0;0;10;5;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;25;5;20;10;0;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;5;0;0;5;0;0;20;15;5;0;10;0;0;0;0;10;0;0;0;0;0;0;10;0;20;5;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;40;0;0;0;0;0;40;0
"A great article that answered a few questions I've had: ""Don’t panic about shopping, getting delivery or accepting packages"" via @PostOpinions https://t.co/ExTbpmCZ3u #COVID19";"A great article that answered a few questions I've had: ""Don’t panic about shopping, getting delivery or accepting packages"" via @PostOpinions  #COVID19";PO;PO;UN;PO;PO;UN;PO;Round2;1;22;45.12;1.08;50.45;86.79;22;45.45;86.36;54.55;45.45;9.09;4.55;4.55;0;0;0;0;4.55;18.18;9.09;4.55;9.09;13.64;4.55;4.55;4.55;18.18;9.09;4.55;0;0;0;0;13.64;0;13.64;9.09;0;0;9.09;0;4.55;0;13.64;9.09;4.55;4.55;0;4.55;4.55;0;0;0;4.55;4.55;0;0;0;0;4.55;0;0;0;0;0;0;0;0;0;4.55;0;0;0;4.55;0;0;0;0;0;0;0;0;0;0;0;0;13.64;0;0;0;0;0;0;4.55;0;0;0;0;0;0;0;0;13.64;4.55;0;0;0;0;0;0;36.36;0;4.55;0;0;9.09;22.73;0
"The fact that we all got out on our balconies and applauded our heroes gave me the chills. 
Despite the fact that this is a pandemic, the solidarity that is taking place can only be described as history in the making.

#Covid_19 #لبنان #زقفه_للابطال";"The fact that we all got out on our balconies and applauded our heroes gave me the chills. 
Despite the fact that this is a pandemic, the solidarity that is taking place can only be described as history in the making.

#Covid_19 #لبنان #زقفه_للابطال";UN;PO;UN;UN;UN;UN;UN;Round2;1;44;71.44;92.77;11.02;55.62;14.67;20.45;88.64;70.45;59.09;18.18;9.09;2.27;6.82;0;0;0;9.09;29.55;13.64;2.27;11.36;9.09;2.27;4.55;0;20.45;2.27;2.27;6.82;6.82;0;0;9.09;2.27;6.82;0;2.27;2.27;0;0;2.27;0;6.82;4.55;2.27;2.27;2.27;0;0;0;0;0;15.91;9.09;0;0;0;2.27;4.55;9.09;0;0;0;0;0;0;0;0;2.27;0;2.27;0;0;0;4.55;4.55;4.55;0;0;0;0;0;0;0;0;4.55;0;0;0;0;0;0;6.82;9.09;0;0;6.82;0;2.27;0;2.27;4.55;6.82;0;0;0;0;0;0;18.18;4.55;2.27;0;0;0;11.36;0
"I have a dream in which every single human work for the human !
We hope #coronavirus (#covid19) panic end very soon !
#human #humanity
@WriterSamiKhan";"I have a dream in which every single human work for the human !
We hope #coronavirus (#covid19) panic end very soon !
#human #humanity
@WriterSamiKhan";PO;PP;PO;PO;PO;UN;PO;Round2;1;24;73.36;99;39.59;20.23;8;16.67;100;66.67;50;12.5;8.33;4.17;4.17;0;0;0;4.17;16.67;8.33;8.33;8.33;4.17;8.33;0;0;8.33;16.67;8.33;8.33;4.17;4.17;0;12.5;4.17;8.33;0;0;4.17;4.17;0;4.17;0;8.33;4.17;4.17;8.33;4.17;4.17;4.17;0;0;0;25;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;8.33;0;0;8.33;0;0;4.17;4.17;4.17;0;0;0;0;0;0;0;4.17;0;0;0;0;0;0;0;12.5;4.17;0;0;4.17;0;0;0;8.33;0;0;8.33;0;0;0;0;0;37.5;0;0;0;8.33;0;29.17;0
i don't care if Dotard wants to pat himself on the back. doesn't hurt anyone. what i DO mind is his shaking down governors, withholding aid bc of grievances, and lying about deadly potential treatments. he is utterly unfit to lead. #25thamendment #coronavirus;i don't care if Dotard wants to pat himself on the back. doesn't hurt anyone. what i DO mind is his shaking down governors, withholding aid bc of grievances, and lying about deadly potential treatments. he is utterly unfit to lead. #25thamendment #coronavirus;UN;PO;PO;UN;PP;PO;NoMajority;Round2;1;43;19.49;17.05;1;3.38;8.6;23.26;88.37;62.79;53.49;16.28;11.63;4.65;0;0;6.98;0;4.65;4.65;2.33;2.33;13.95;11.63;4.65;6.98;4.65;18.6;2.33;0;2.33;0;2.33;2.33;23.26;0;20.93;0;4.65;2.33;6.98;2.33;4.65;0;6.98;2.33;4.65;2.33;0;2.33;0;0;0;0;13.95;4.65;2.33;0;2.33;0;0;9.3;0;0;0;6.98;2.33;2.33;0;0;0;0;0;0;0;0;9.3;4.65;2.33;0;0;0;0;0;2.33;0;2.33;0;0;0;4.65;0;0;0;2.33;6.98;0;0;4.65;0;0;2.33;0;0;9.3;4.65;2.33;2.33;0;0;0;23.26;9.3;4.65;0;0;4.65;4.65;0
"America's gun fetishists and here's shootin' you crowd are stocking up on guns.
You know what is in their minds.
Betcha most are hoarders as well.
No scientific study, just my sense of things.
Violence is in the shadows and a lot of minds...
#CoronavirusPandemic #GunSense #panic";"America's gun fetishists and here's shootin' you crowd are stocking up on guns.
You know what is in their minds.
Betcha most are hoarders as well.
No scientific study, just my sense of things.
Violence is in the shadows and a lot of minds...
#CoronavirusPandemic #GunSense #panic";PO;PO;PO;PO;PO;PO;PO;Round2;1;47;42.22;84.86;16.56;20.23;7.83;21.28;82.98;61.7;57.45;12.77;8.51;2.13;0;4.26;0;2.13;4.26;14.89;4.26;0;14.89;10.64;6.38;6.38;2.13;12.77;4.26;8.51;0;0;0;0;10.64;2.13;8.51;4.26;0;0;0;0;0;0;12.77;6.38;6.38;2.13;0;2.13;2.13;0;0;0;8.51;0;0;0;0;0;0;8.51;0;0;0;0;0;0;0;0;4.26;0;0;4.26;0;0;2.13;0;0;0;0;0;2.13;0;0;0;0;0;0;0;0;0;0;0;4.26;10.64;0;0;6.38;2.13;0;2.13;0;0;10.64;0;0;0;0;0;0;29.79;14.89;2.13;0;0;6.38;6.38;0
People are still going to the Giant grocery store in my hometown and are still panic buying during the coronavirus pandemic. The Giant grocery store sells alcoholic beverages. The Turkey Hill gas station in my hometown sells alcoholic beverages. People are buying booze. #COVID19;People are still going to the Giant grocery store in my hometown and are still panic buying during the coronavirus pandemic. The Giant grocery store sells alcoholic beverages. The Turkey Hill gas station in my hometown sells alcoholic beverages. People are buying booze. #COVID19;PO;PO;PO;PO;PO;UN;PO;Round2;1;44;89.52;40.06;11.02;1;8.8;27.27;86.36;47.73;36.36;4.55;4.55;4.55;0;0;0;0;0;13.64;9.09;2.27;9.09;6.82;4.55;2.27;0;15.91;4.55;4.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.55;0;4.55;2.27;0;2.27;2.27;0;0;0;4.55;0;0;0;0;0;0;4.55;0;0;0;0;0;0;0;0;18.18;0;4.55;0;13.64;0;15.91;9.09;4.55;0;0;6.82;0;11.36;0;0;0;4.55;0;0;0;0;0;0;9.09;4.55;0;0;4.55;0;0;0;2.27;0;11.36;4.55;0;0;0;0;0;11.36;9.09;0;0;0;0;2.27;0
Looking at how the world is coping with #coronavirus  I dread to imagine if there ever was a WW3 #DonaldTrump #BorisJohnson;Looking at how the world is coping with #coronavirus  I dread to imagine if there ever was a WW3 #DonaldTrump #BorisJohnson;UN;PO;PO;UN;PP;PO;NoMajority;Round2;1;21;70.33;4.61;99;1;21;23.81;90.48;61.9;57.14;4.76;4.76;4.76;0;0;0;0;0;9.52;9.52;4.76;14.29;9.52;14.29;4.76;0;14.29;0;0;0;0;0;0;23.81;4.76;19.05;14.29;4.76;0;4.76;0;4.76;0;4.76;0;4.76;4.76;0;4.76;4.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.52;9.52;4.76;0;4.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.29;0;0;9.52;4.76;0;0;4.76;4.76;4.76;0;0;0;0;0;0;14.29;0;0;0;0;0;14.29;0
